timestamp,solar_power,
12.10.2019 21:07:34,0, 
12.10.2019 20:07:34,0, 
12.10.2019 19:07:34,0, 
12.10.2019 18:07:34,0, 
12.10.2019 17:07:34,0, 
12.10.2019 16:07:34,40, 
12.10.2019 15:07:34,119, 
12.10.2019 14:07:34,140, 
12.10.2019 13:07:34,51, 
12.10.2019 12:07:34,121, 
02.12.2019 09:56:53,86700,
02.12.2019 08:56:53,56251,
02.12.2019 07:56:53,23545,
02.12.2019 06:56:53,2673,
02.12.2019 05:56:53,0,
02.12.2019 04:56:53,0,
02.12.2019 03:56:53,0,
02.12.2019 02:56:53,0,
02.12.2019 01:56:53,0,
02.12.2019 00:56:53,0,
01.12.2019 23:56:53,0,
01.12.2019 22:56:53,0,
01.12.2019 21:56:53,0,
01.12.2019 20:56:53,0,
01.12.2019 19:56:53,0,
01.12.2019 18:56:53,0,
01.12.2019 17:56:53,0,
01.12.2019 16:56:53,4734,
01.12.2019 15:56:53,29669,
01.12.2019 14:56:53,63779,
01.12.2019 13:56:53,92607,
01.12.2019 12:56:53,101541,
01.12.2019 11:56:53,109272,
01.12.2019 10:56:53,40589,
01.12.2019 09:56:53,86745,
01.12.2019 08:56:53,44782,
01.12.2019 07:56:53,21773,
01.12.2019 06:56:53,3042,
01.12.2019 05:56:53,0,
01.12.2019 04:56:53,0,
01.12.2019 03:56:53,0,
01.12.2019 02:56:53,0,
01.12.2019 01:56:53,0,
01.12.2019 00:56:53,0,
30.11.2019 23:56:53,0,
30.11.2019 22:56:53,0,
30.11.2019 21:56:53,0,
30.11.2019 20:56:53,0,
30.11.2019 19:56:53,0,
30.11.2019 18:56:53,0,
30.11.2019 17:56:53,0,
30.11.2019 16:56:53,4978,
30.11.2019 15:56:53,26891,
30.11.2019 14:56:53,59776,
30.11.2019 13:56:53,89746,
30.11.2019 12:56:53,106277,
30.11.2019 11:56:53,110324,
30.11.2019 10:56:53,102624,
30.11.2019 09:56:53,79863,
30.11.2019 08:56:53,49917,
30.11.2019 07:56:53,17648,
30.11.2019 06:56:53,3100,
30.11.2019 05:56:53,0,
30.11.2019 04:56:53,0,
30.11.2019 03:56:53,0,
30.11.2019 02:56:53,0,
30.11.2019 01:56:53,0,
30.11.2019 00:56:53,0,
29.11.2019 23:56:53,0,
29.11.2019 22:56:53,0,
29.11.2019 21:56:53,0,
29.11.2019 20:56:53,0,
29.11.2019 19:56:53,0,
29.11.2019 18:56:53,0,
29.11.2019 17:56:53,0,
29.11.2019 16:56:53,4488,
29.11.2019 15:56:53,29159,
29.11.2019 14:56:53,59207,
29.11.2019 13:56:53,93033,
29.11.2019 12:56:53,101599,
29.11.2019 11:56:53,104567,
29.11.2019 10:56:53,104220,
29.11.2019 09:56:53,80598,
29.11.2019 08:56:53,54479,
29.11.2019 07:56:53,19782,
29.11.2019 06:56:53,3293,
29.11.2019 05:56:53,0,
29.11.2019 04:56:53,0,
29.11.2019 03:56:53,0,
29.11.2019 02:56:53,0,
29.11.2019 01:56:53,0,
29.11.2019 00:56:53,0,
28.11.2019 23:56:53,0,
28.11.2019 22:56:53,0,
28.11.2019 21:56:53,0,
28.11.2019 20:56:53,0,
28.11.2019 19:56:53,0,
28.11.2019 18:56:53,0,
28.11.2019 17:56:53,0,
28.11.2019 16:56:53,4770,
28.11.2019 15:56:53,31180,
28.11.2019 14:56:53,66985,
28.11.2019 13:56:53,91062,
28.11.2019 12:56:53,109760,
28.11.2019 11:56:53,114847,
28.11.2019 10:56:53,106695,
28.11.2019 09:56:53,83354,
28.11.2019 08:56:53,53890,
28.11.2019 07:56:53,24192,
28.11.2019 06:56:53,3706,
28.11.2019 05:56:53,0,
28.11.2019 04:56:53,0,
28.11.2019 03:56:53,0,
28.11.2019 02:56:53,0,
28.11.2019 01:56:53,0,
28.11.2019 00:56:53,0,
27.11.2019 23:56:53,0,
27.11.2019 22:56:53,0,
27.11.2019 21:56:53,0,
27.11.2019 20:56:53,0,
27.11.2019 19:56:53,0,
27.11.2019 18:56:53,0,
27.11.2019 17:56:53,0,
27.11.2019 16:56:53,5868,
27.11.2019 15:56:53,28881,
27.11.2019 14:56:53,61316,
27.11.2019 13:56:53,93740,
27.11.2019 12:56:53,102808,
27.11.2019 11:56:53,107558,
27.11.2019 10:56:53,98347,
27.11.2019 09:56:53,78940,
27.11.2019 08:56:53,52339,
27.11.2019 07:56:53,19141,
27.11.2019 06:56:53,3673,
27.11.2019 05:56:53,0,
27.11.2019 04:56:53,0,
27.11.2019 03:56:53,0,
27.11.2019 02:56:53,0,
27.11.2019 01:56:53,0,
27.11.2019 00:56:53,0,
26.11.2019 23:56:53,0,
26.11.2019 22:56:53,0,
26.11.2019 21:56:53,0,
26.11.2019 20:56:53,0,
26.11.2019 19:56:53,0,
26.11.2019 18:56:53,0,
26.11.2019 17:56:53,0,
26.11.2019 16:56:53,4677,
26.11.2019 15:56:53,30769,
26.11.2019 14:56:53,65223,
26.11.2019 13:56:53,89826,
26.11.2019 12:56:53,108717,
26.11.2019 11:56:53,113274,
26.11.2019 10:56:53,105465,
26.11.2019 09:56:53,98155,
26.11.2019 08:56:53,54411,
26.11.2019 07:56:53,24375,
26.11.2019 06:56:53,3750,
26.11.2019 05:56:53,0,
26.11.2019 04:56:53,0,
26.11.2019 03:56:53,0,
26.11.2019 02:56:53,0,
26.11.2019 01:56:53,0,
26.11.2019 00:56:53,0,
25.11.2019 23:56:53,0,
25.11.2019 22:56:53,0,
25.11.2019 21:56:53,0,
25.11.2019 20:56:53,0,
25.11.2019 19:56:53,0,
25.11.2019 18:56:53,0,
25.11.2019 17:56:53,0,
25.11.2019 16:56:53,4275,
25.11.2019 15:56:53,30868,
25.11.2019 14:56:53,63989,
25.11.2019 13:56:53,58453,
25.11.2019 12:56:53,58236,
25.11.2019 11:56:53,70574,
25.11.2019 10:56:53,101194,
25.11.2019 09:56:53,91872,
25.11.2019 08:56:53,56561,
25.11.2019 07:56:53,17900,
25.11.2019 06:56:53,1089,
25.11.2019 05:56:53,0,
25.11.2019 04:56:53,0,
25.11.2019 03:56:53,0,
25.11.2019 02:56:53,0,
25.11.2019 01:56:53,0,
25.11.2019 00:56:53,0,
24.11.2019 23:56:53,0,
24.11.2019 22:56:53,0,
24.11.2019 21:56:53,0,
24.11.2019 20:56:53,0,
24.11.2019 19:56:53,0,
24.11.2019 18:56:53,0,
24.11.2019 17:56:53,0,
24.11.2019 16:56:53,4396,
24.11.2019 15:56:53,24328,
24.11.2019 14:56:53,60303,
24.11.2019 13:56:53,92669,
24.11.2019 12:56:53,106658,
24.11.2019 11:56:53,113710,
24.11.2019 10:56:53,58204,
24.11.2019 09:56:53,17134,
24.11.2019 08:56:53,6725,
24.11.2019 07:56:53,21928,
24.11.2019 06:56:53,4056,
24.11.2019 05:56:53,0,
24.11.2019 04:56:53,0,
24.11.2019 03:56:53,0,
24.11.2019 02:56:53,0,
24.11.2019 01:56:53,0,
24.11.2019 00:56:53,0,
23.11.2019 23:56:53,0,
23.11.2019 22:56:53,0,
23.11.2019 21:56:53,0,
23.11.2019 20:56:53,0,
23.11.2019 19:56:53,0,
23.11.2019 18:56:53,0,
23.11.2019 17:56:53,0,
23.11.2019 16:56:53,2420,
23.11.2019 15:56:53,28391,
23.11.2019 14:56:53,59842,
23.11.2019 13:56:53,77365,
23.11.2019 12:56:53,82549,
23.11.2019 11:56:53,99062,
23.11.2019 10:56:53,95789,
23.11.2019 09:56:53,79247,
23.11.2019 08:56:53,35054,
23.11.2019 07:56:53,8731,
23.11.2019 06:56:53,2950,
23.11.2019 05:56:53,0,
23.11.2019 04:56:53,0,
23.11.2019 03:56:53,0,
23.11.2019 02:56:53,0,
23.11.2019 01:56:53,0,
23.11.2019 00:56:53,0,
22.11.2019 23:56:53,0,
22.11.2019 22:56:53,0,
22.11.2019 21:56:53,0,
22.11.2019 20:56:53,0,
22.11.2019 19:56:53,0,
22.11.2019 18:56:53,0,
22.11.2019 17:56:53,0,
22.11.2019 16:56:53,5322,
22.11.2019 15:56:53,20688,
22.11.2019 14:56:53,50428,
22.11.2019 13:56:53,84599,
22.11.2019 12:56:53,42171,
22.11.2019 11:56:53,67276,
22.11.2019 10:56:53,49572,
22.11.2019 09:56:53,73543,
22.11.2019 08:56:53,43663,
22.11.2019 07:56:53,23738,
22.11.2019 06:56:53,3529,
22.11.2019 05:56:53,0,
22.11.2019 04:56:53,0,
22.11.2019 03:56:53,0,
22.11.2019 02:56:53,0,
22.11.2019 01:56:53,0,
22.11.2019 00:56:53,0,
21.11.2019 23:56:53,0,
21.11.2019 22:56:53,0,
21.11.2019 21:56:53,0,
21.11.2019 20:56:53,0,
21.11.2019 19:56:53,0,
21.11.2019 18:56:53,0,
21.11.2019 17:56:53,0,
21.11.2019 16:56:53,417,
21.11.2019 15:56:53,6389,
21.11.2019 14:56:53,17051,
21.11.2019 13:56:53,39601,
21.11.2019 12:56:53,66134,
21.11.2019 11:56:53,71076,
21.11.2019 10:56:53,51798,
21.11.2019 09:56:53,100740,
21.11.2019 08:56:53,61731,
21.11.2019 07:56:53,18825,
21.11.2019 06:56:53,7154,
21.11.2019 05:56:53,0,
21.11.2019 04:56:53,0,
21.11.2019 03:56:53,0,
21.11.2019 02:56:53,0,
21.11.2019 01:56:53,0,
21.11.2019 00:56:53,0,
20.11.2019 23:56:53,0,
20.11.2019 22:56:53,0,
20.11.2019 21:56:53,0,
20.11.2019 20:56:53,0,
20.11.2019 19:56:53,0,
20.11.2019 18:56:53,0,
20.11.2019 17:56:53,0,
20.11.2019 16:56:53,4750,
20.11.2019 15:56:53,19891,
20.11.2019 14:56:53,59421,
20.11.2019 13:56:53,80642,
20.11.2019 12:56:53,95876,
20.11.2019 11:56:53,92060,
20.11.2019 10:56:53,100154,
20.11.2019 09:56:53,75253,
20.11.2019 08:56:53,52611,
20.11.2019 07:56:53,22240,
20.11.2019 06:56:53,4864,
20.11.2019 05:56:53,0,
20.11.2019 04:56:53,0,
20.11.2019 03:56:53,0,
20.11.2019 02:56:53,0,
20.11.2019 01:56:53,0,
20.11.2019 00:56:53,0,
19.11.2019 23:56:53,0,
19.11.2019 22:56:53,0,
19.11.2019 21:56:53,0,
19.11.2019 20:56:53,0,
19.11.2019 19:56:53,0,
19.11.2019 18:56:53,0,
19.11.2019 17:56:53,0,
19.11.2019 16:56:53,5113,
19.11.2019 15:56:53,27421,
19.11.2019 14:56:53,57685,
19.11.2019 13:56:53,70321,
19.11.2019 12:56:53,84175,
19.11.2019 11:56:53,99525,
19.11.2019 10:56:53,105986,
19.11.2019 09:56:53,85678,
19.11.2019 08:56:53,57628,
19.11.2019 07:56:53,25921,
19.11.2019 06:56:53,6035,
19.11.2019 05:56:53,0,
19.11.2019 04:56:53,0,
19.11.2019 03:56:53,0,
19.11.2019 02:56:53,0,
19.11.2019 01:56:53,0,
19.11.2019 00:56:53,0,
18.11.2019 23:56:53,0,
18.11.2019 22:56:53,0,
18.11.2019 21:56:53,0,
18.11.2019 20:56:53,0,
18.11.2019 19:56:53,0,
18.11.2019 18:56:53,0,
18.11.2019 17:56:53,0,
18.11.2019 16:56:53,5752,
18.11.2019 15:56:53,27669,
18.11.2019 14:56:53,56453,
18.11.2019 13:56:53,77491,
18.11.2019 12:56:53,92464,
18.11.2019 11:56:53,98100,
18.11.2019 10:56:53,98078,
18.11.2019 09:56:53,85830,
18.11.2019 08:56:53,54291,
18.11.2019 07:56:53,24588,
18.11.2019 06:56:53,3280,
18.11.2019 05:56:53,0,
18.11.2019 04:56:53,0,
18.11.2019 03:56:53,0,
18.11.2019 02:56:53,0,
18.11.2019 01:56:53,0,
18.11.2019 00:56:53,0,
17.11.2019 23:56:53,0,
17.11.2019 22:56:53,0,
17.11.2019 21:56:53,0,
17.11.2019 20:56:53,0,
17.11.2019 19:56:53,0,
17.11.2019 18:56:53,0,
17.11.2019 17:56:53,0,
17.11.2019 16:56:53,4021,
17.11.2019 15:56:53,16452,
17.11.2019 14:56:53,69394,
17.11.2019 13:56:53,80959,
17.11.2019 12:56:53,111585,
17.11.2019 11:56:53,72077,
17.11.2019 10:56:53,83620,
17.11.2019 09:56:53,76959,
17.11.2019 08:56:53,38699,
17.11.2019 07:56:53,19547,
17.11.2019 06:56:53,5292,
17.11.2019 05:56:53,0,
17.11.2019 04:56:53,0,
17.11.2019 03:56:53,0,
17.11.2019 02:56:53,0,
17.11.2019 01:56:53,0,
17.11.2019 00:56:53,0,
16.11.2019 23:56:53,0,
16.11.2019 22:56:53,0,
16.11.2019 21:56:53,0,
16.11.2019 20:56:53,0,
16.11.2019 19:56:53,0,
16.11.2019 18:56:53,0,
16.11.2019 17:56:53,0,
16.11.2019 16:56:53,4544,
16.11.2019 15:56:53,25444,
16.11.2019 14:56:53,27123,
16.11.2019 13:56:53,90176,
16.11.2019 12:56:53,115423,
16.11.2019 11:56:53,117595,
16.11.2019 10:56:53,103923,
16.11.2019 09:56:53,96243,
16.11.2019 08:56:53,70634,
16.11.2019 07:56:53,31474,
16.11.2019 06:56:53,5341,
16.11.2019 05:56:53,0,
16.11.2019 04:56:53,0,
16.11.2019 03:56:53,0,
16.11.2019 02:56:53,0,
16.11.2019 01:56:53,0,
16.11.2019 00:56:53,0,
15.11.2019 23:56:53,0,
15.11.2019 22:56:53,0,
15.11.2019 21:56:53,0,
15.11.2019 20:56:53,0,
15.11.2019 19:56:53,0,
15.11.2019 18:56:53,0,
15.11.2019 17:56:53,0,
15.11.2019 16:56:53,4887,
15.11.2019 15:56:53,26475,
15.11.2019 14:56:53,26959,
15.11.2019 13:56:53,63303,
15.11.2019 12:56:53,115614,
15.11.2019 11:56:53,125084,
15.11.2019 10:56:53,118634,
15.11.2019 09:56:53,95604,
15.11.2019 08:56:53,61527,
15.11.2019 07:56:53,30625,
15.11.2019 06:56:53,5183,
15.11.2019 05:56:53,0,
15.11.2019 04:56:53,0,
15.11.2019 03:56:53,0,
15.11.2019 02:56:53,0,
15.11.2019 01:56:53,0,
15.11.2019 00:56:53,0,
14.11.2019 23:56:53,0,
14.11.2019 22:56:53,0,
14.11.2019 21:56:53,0,
14.11.2019 20:56:53,0,
14.11.2019 19:56:53,0,
14.11.2019 18:56:53,6,
14.11.2019 17:56:53,0,
14.11.2019 16:56:53,4907,
14.11.2019 15:56:53,26095,
14.11.2019 14:56:53,26759,
14.11.2019 13:56:53,26912,
14.11.2019 12:56:53,27811,
14.11.2019 11:56:53,27025,
14.11.2019 10:56:53,101220,
14.11.2019 09:56:53,96191,
14.11.2019 08:56:53,60440,
14.11.2019 07:56:53,32564,
14.11.2019 06:56:53,5904,
14.11.2019 05:56:53,0,
14.11.2019 04:56:53,0,
14.11.2019 03:56:53,0,
14.11.2019 02:56:52,0,
14.11.2019 01:56:53,0,
14.11.2019 00:56:53,0,
13.11.2019 23:56:53,0,
13.11.2019 22:56:53,0,
13.11.2019 21:56:53,0,
13.11.2019 20:56:53,0,
13.11.2019 19:56:53,0,
13.11.2019 18:56:53,0,
13.11.2019 17:56:53,0,
13.11.2019 16:56:53,4684,
13.11.2019 15:56:53,11833,
13.11.2019 14:56:53,11950,
13.11.2019 13:56:53,12378,
13.11.2019 12:56:53,99324,
13.11.2019 11:56:53,107009,
13.11.2019 10:56:53,107167,
13.11.2019 09:56:53,87446,
13.11.2019 08:56:53,60384,
13.11.2019 07:56:53,30414,
13.11.2019 06:56:53,5726,
13.11.2019 05:56:53,0,
13.11.2019 04:56:53,0,
13.11.2019 03:56:53,0,
13.11.2019 02:56:53,0,
13.11.2019 01:56:53,0,
13.11.2019 00:56:53,0,
12.11.2019 23:56:53,0,
12.11.2019 22:56:53,0,
12.11.2019 21:56:53,0,
12.11.2019 20:56:53,0,
12.11.2019 19:56:53,0,
12.11.2019 18:56:53,0,
12.11.2019 17:56:53,0,
12.11.2019 16:56:53,6489,
12.11.2019 15:56:53,31999,
12.11.2019 14:56:53,64169,
12.11.2019 13:56:53,89115,
12.11.2019 12:56:53,109405,
12.11.2019 11:56:53,108442,
12.11.2019 10:56:53,96207,
12.11.2019 09:56:53,74845,
12.11.2019 08:56:53,52580,
12.11.2019 07:56:53,25587,
12.11.2019 06:56:53,4786,
12.11.2019 05:56:53,0,
12.11.2019 04:56:53,0,
12.11.2019 03:56:53,0,
12.11.2019 02:56:53,0,
12.11.2019 01:56:53,0,
12.11.2019 00:56:53,0,
11.11.2019 23:56:53,0,
11.11.2019 22:56:53,0,
11.11.2019 21:56:53,0,
11.11.2019 20:56:53,0,
11.11.2019 19:56:53,0,
11.11.2019 18:56:53,0,
11.11.2019 17:56:53,0,
11.11.2019 16:56:53,5987,
11.11.2019 15:56:53,25689,
11.11.2019 14:56:53,59576,
11.11.2019 13:56:53,61339,
11.11.2019 12:56:53,50307,
11.11.2019 11:56:53,35385,
11.11.2019 10:56:53,78743,
27.10.2021 15:04:54,49240,
27.10.2021 14:04:53,55130,
27.10.2021 13:04:54,59370,
27.10.2021 12:04:53,73910,
27.10.2021 11:04:54,84440,
27.10.2021 10:04:53,62960,
27.10.2021 09:04:53,47660,
27.10.2021 08:04:54,20610,
27.10.2021 07:04:54,3970,
27.10.2021 06:05:00,0,
27.10.2021 05:05:00,0,
27.10.2021 04:05:00,0,
27.10.2021 03:04:59,0,
27.10.2021 02:05:00,0,
27.10.2021 01:04:59,0,
27.10.2021 00:04:59,0,
26.10.2021 23:05:00,0,
26.10.2021 22:05:00,0,
26.10.2021 21:05:00,0,
26.10.2021 20:05:00,0,
26.10.2021 19:05:00,0,
26.10.2021 18:04:59,750,
26.10.2021 17:05:00,15770,
26.10.2021 16:05:00,43400,
26.10.2021 15:05:00,67220,
26.10.2021 14:05:00,83810,
26.10.2021 13:05:00,89370,
26.10.2021 12:04:59,96150,
26.10.2021 11:05:00,79700,
26.10.2021 10:04:59,70620,
26.10.2021 09:04:59,51250,
26.10.2021 08:05:00,25050,
26.10.2021 07:04:59,4110,
26.10.2021 06:05:00,0,
26.10.2021 05:04:59,0,
26.10.2021 04:04:59,0,
26.10.2021 03:05:00,0,
26.10.2021 02:04:59,0,
26.10.2021 01:05:00,0,
26.10.2021 00:05:00,0,
25.10.2021 23:04:59,0,
25.10.2021 22:05:00,0,
25.10.2021 21:05:00,0,
25.10.2021 20:05:00,0,
25.10.2021 19:05:00,0,
25.10.2021 18:04:59,700,
25.10.2021 17:04:59,15230,
25.10.2021 16:05:00,30960,
25.10.2021 15:05:00,67980,
25.10.2021 14:04:59,86000,
25.10.2021 13:05:00,97790,
25.10.2021 12:05:00,98610,
25.10.2021 11:05:00,90900,
25.10.2021 10:05:00,76960,
25.10.2021 09:05:00,57690,
25.10.2021 08:05:00,26610,
25.10.2021 07:05:00,4960,
25.10.2021 06:05:00,0,
25.10.2021 05:04:59,0,
25.10.2021 04:04:59,0,
25.10.2021 03:05:00,0,
25.10.2021 02:04:59,0,
25.10.2021 01:04:59,0,
25.10.2021 00:05:00,0,
24.10.2021 23:05:00,0,
24.10.2021 22:05:00,0,
24.10.2021 21:05:00,0,
24.10.2021 20:05:00,0,
24.10.2021 19:04:59,0,
24.10.2021 18:04:59,740,
24.10.2021 17:05:00,15850,
24.10.2021 16:05:00,41540,
24.10.2021 15:04:59,81510,
24.10.2021 14:05:00,85580,
24.10.2021 13:04:59,95040,
24.10.2021 12:05:00,115950,
24.10.2021 11:04:59,108310,
24.10.2021 10:04:59,75180,
24.10.2021 09:05:00,40160,
24.10.2021 08:05:00,23890,
24.10.2021 07:05:00,4770,
24.10.2021 06:05:00,0,
24.10.2021 05:04:59,0,
24.10.2021 04:04:59,0,
24.10.2021 03:04:59,0,
24.10.2021 02:05:00,0,
24.10.2021 01:04:59,0,
24.10.2021 00:05:00,0,
23.10.2021 23:04:59,0,
23.10.2021 22:04:59,0,
23.10.2021 21:05:00,0,
23.10.2021 20:04:59,0,
23.10.2021 19:05:00,0,
23.10.2021 18:05:00,860,
23.10.2021 17:05:06,15650,
23.10.2021 16:05:06,36560,
23.10.2021 15:05:05,37960,
23.10.2021 14:05:05,67170,
23.10.2021 13:05:05,94220,
23.10.2021 12:05:06,102260,
23.10.2021 11:05:05,92080,
23.10.2021 10:05:06,65440,
23.10.2021 09:05:05,57830,
23.10.2021 08:05:05,27550,
23.10.2021 07:05:05,4940,
23.10.2021 06:05:06,0,
23.10.2021 05:05:06,0,
23.10.2021 04:05:06,0,
23.10.2021 03:05:06,0,
23.10.2021 02:05:06,0,
23.10.2021 01:05:05,0,
23.10.2021 00:05:06,0,
22.10.2021 23:05:06,0,
22.10.2021 22:05:05,0,
22.10.2021 21:05:05,0,
22.10.2021 20:05:06,0,
22.10.2021 19:05:06,0,
22.10.2021 18:05:05,800,
22.10.2021 17:05:06,16350,
22.10.2021 16:05:06,29110,
22.10.2021 15:05:06,30520,
22.10.2021 14:05:05,84010,
22.10.2021 13:05:06,101340,
22.10.2021 12:05:06,107830,
22.10.2021 11:05:06,101060,
22.10.2021 10:05:05,83850,
22.10.2021 09:05:06,59860,
22.10.2021 08:05:05,27500,
22.10.2021 07:05:05,4840,
22.10.2021 06:05:06,0,
22.10.2021 05:05:06,0,
22.10.2021 04:05:06,0,
22.10.2021 03:05:06,0,
22.10.2021 02:05:06,0,
22.10.2021 01:05:06,0,
22.10.2021 00:05:06,0,
21.10.2021 23:05:06,0,
21.10.2021 22:05:06,0,
21.10.2021 21:05:06,0,
21.10.2021 20:05:06,0,
21.10.2021 19:05:05,0,
21.10.2021 18:05:06,850,
21.10.2021 17:05:06,19020,
21.10.2021 16:05:05,29850,
21.10.2021 15:05:05,71620,
21.10.2021 14:05:05,106780,
21.10.2021 13:05:06,120110,
21.10.2021 12:05:06,111810,
21.10.2021 11:05:06,97530,
21.10.2021 10:05:06,76340,
21.10.2021 09:05:05,58360,
21.10.2021 08:05:06,27940,
21.10.2021 07:05:06,4520,
21.10.2021 06:05:06,0,
21.10.2021 05:05:06,0,
21.10.2021 04:05:05,0,
21.10.2021 03:05:06,0,
21.10.2021 02:05:06,0,
21.10.2021 01:05:06,0,
21.10.2021 00:05:05,0,
20.10.2021 23:05:06,0,
20.10.2021 22:05:05,0,
20.10.2021 21:05:05,0,
20.10.2021 20:05:05,0,
20.10.2021 19:05:06,0,
20.10.2021 18:05:06,1020,
20.10.2021 17:05:06,18680,
20.10.2021 16:05:06,43530,
20.10.2021 15:05:06,84430,
20.10.2021 14:05:06,107370,
20.10.2021 13:05:06,118880,
20.10.2021 12:05:05,117680,
20.10.2021 11:05:06,99740,
20.10.2021 10:05:06,83980,
20.10.2021 09:05:06,64690,
20.10.2021 08:05:06,25140,
20.10.2021 07:05:05,5170,
20.10.2021 06:05:07,0,
20.10.2021 05:05:05,0,
20.10.2021 04:05:40,0,
20.10.2021 03:05:40,0,
20.10.2021 02:05:39,0,
20.10.2021 01:05:40,0,
20.10.2021 00:05:40,0,
19.10.2021 23:05:40,0,
19.10.2021 22:05:39,0,
19.10.2021 21:05:40,0,
19.10.2021 20:05:40,0,
19.10.2021 19:05:39,0,
19.10.2021 18:05:40,1220,
19.10.2021 17:05:39,17780,
19.10.2021 16:05:39,50370,
19.10.2021 15:05:40,85380,
19.10.2021 14:05:39,109580,
19.10.2021 13:05:38,119580,
19.10.2021 12:05:39,96450,
19.10.2021 11:05:38,71620,
19.10.2021 10:05:37,68160,
19.10.2021 09:05:37,51940,
19.10.2021 08:05:37,27580,
19.10.2021 07:05:39,5640,
19.10.2021 06:05:37,0,
19.10.2021 05:05:38,0,
19.10.2021 04:05:38,0,
19.10.2021 03:05:39,0,
19.10.2021 02:05:37,0,
19.10.2021 01:05:39,0,
19.10.2021 00:05:39,0,
18.10.2021 23:05:39,0,
18.10.2021 22:05:38,0,
18.10.2021 21:05:38,0,
18.10.2021 20:05:39,0,
18.10.2021 19:05:37,0,
