TimeStamp,Total Power Remaining(Wh),Payload 1 Current(A),Payload 2 Current(A),Umbilical Current(A),Internal Payload (A),Payload 3 Current (A),Power Extension Port (A),Light Bar (A),Battery Current(A),Battery 0 Power Remaining(Wh),Battery 1 Power Remaining(Wh),Battery 2 Power Remaining(Wh),Battery 3 Power Remaining(Wh),Battery 4 Power Remaining(Wh),Battery 5 Power Remaining(Wh),Battery 6 Power Remaining(Wh),Battery 0 Voltage(V),Battery 1 Voltage(V),Battery 2 Voltage(V),Battery 3 Voltage(V),Battery 4 Voltage(V),Battery 5 Voltage(V),Battery 6 Voltage(V),
28.11.2019 04:56:53,488.607, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 04:56:53,488.607, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 03:56:53,516.614, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 03:56:53,516.614, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 02:56:53,544.318, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 02:56:53,544.318, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 01:56:53,571.664, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 01:56:53,571.664, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 00:56:53,598.622, , , , , , , , , , , , , , , , , , , , , , , 
28.11.2019 00:56:53,598.622, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 23:56:53,625.218, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 23:56:53,625.218, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 22:56:53,651.756, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 22:56:53,651.756, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 21:56:53,677.864, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 21:56:53,677.864, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 20:56:53,703.813, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 20:56:53,703.813, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 19:56:53,729.88, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 19:56:53,729.88, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 18:56:53,755.754, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 18:56:53,755.754, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 17:56:53,781.271, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 17:56:53,781.271, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 16:56:53,805.478, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 16:56:53,805.478, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 15:56:53,816.984, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 15:56:53,816.984, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 14:56:53,803.476, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 14:56:53,803.476, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 13:56:53,763.876, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 13:56:53,763.876, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 12:56:53,702.258, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 12:56:53,702.258, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 11:56:53,634.335, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 11:56:53,634.335, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 10:56:53,563.256, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 10:56:53,563.256, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 09:56:53,499.162, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 09:56:53,499.162, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 08:56:53,460.022, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 08:56:53,460.022, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 07:56:53,448.156, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 07:56:53,448.156, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 06:56:53,463.276, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 06:56:53,463.276, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 05:56:53,489.703, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 05:56:53,489.703, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 04:56:53,517.796, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 04:56:53,517.796, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 03:56:53,545.299, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 03:56:53,545.299, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 02:56:53,572.543, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 02:56:53,572.543, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 01:56:53,599.472, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 01:56:53,599.472, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 00:56:53,625.925, , , , , , , , , , , , , , , , , , , , , , , 
27.11.2019 00:56:53,625.925, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 23:56:53,652.364, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 23:56:53,652.364, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 22:56:53,678.498, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 22:56:53,678.498, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 21:56:53,704.507, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 21:56:53,704.507, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 20:56:53,730.77, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 20:56:53,730.77, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 19:56:53,756.822, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 19:56:53,756.822, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 18:56:53,782.178, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 18:56:53,782.178, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 17:56:53,807.335, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 17:56:53,807.335, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 16:56:53,830.837, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 16:56:53,830.837, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 15:56:53,842.112, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 15:56:53,842.112, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 14:56:53,827.599, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 14:56:53,827.599, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 13:56:53,786.528, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 13:56:53,786.528, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 12:56:53,722.449, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 12:56:53,722.449, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 11:56:53,647.439, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 11:56:53,647.439, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 10:56:53,570.742, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 10:56:53,570.742, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 09:56:53,506.319, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 09:56:53,506.319, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 08:56:53,459.821, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 08:56:53,459.821, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 07:56:53,447.654, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 07:56:53,447.654, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 06:56:53,460.296, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 06:56:53,460.296, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 05:56:53,485.873, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 05:56:53,485.873, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 04:56:53,512.451, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 04:56:53,512.451, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 03:56:53,538.719, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 03:56:53,538.719, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 02:56:53,564.637, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 02:56:53,564.637, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 01:56:53,590.214, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 01:56:53,590.214, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 00:56:53,615.34, , , , , , , , , , , , , , , , , , , , , , , 
26.11.2019 00:56:53,615.34, , , , , , , , , , , , , , , , , , , , , , , 
25.11.2019 23:56:53,640.672, , , , , , , , , , , , , , , , , , , , , , , 
25.11.2019 23:56:53,640.672, , , , , , , , , , , , , , , , , , , , , , , 
25.11.2019 22:56:53,665.595, , , , , , , , , , , , , , , , , , , , , , , 
25.11.2019 22:56:53,665.595, , , , , , , , , , , , , , , , , , , , , , , 
25.11.2019 21:56:53,690.106, , , , , , , , , , , , , , , , , , , , , , , 
